28,2890,2.719220
57,9109,3.455187
40,11739,3.550799
48,5689,3.879880
77,3672,3.580446
14,1285,2.099672
7,6393,3.894688
40,3370,3.052345
46,484,3.728458
14,4871,1.890883
42,8279,2.890880
12,282,2.593380
46,1676,3.200489
13,477,2.922060
79,2074,3.382362
53,4888,3.813503
40,10630,3.194037
41,2065,3.775411
41,3422,3.738768
46,2208,3.464439
17,2394,3.989978
5,9836,4.407224
27,451,2.548820
77,358,3.788401
5,2333,4.738457
18,4373,3.060892
41,2965,3.568677
48,6511,3.392746
28,1009,2.547796
7,1615,4.048165
25,2643,2.978234
39,3469,3.308094
66,10526,3.011153
17,921,4.092859
18,4766,3.313824
7,1928,3.991224
48,9775,3.839774
46,2863,3.531711
4,282,2.732508
60,2991,3.322842
5,1216,4.391373
29,3700,4.004137
78,6,3.310038
48,7937,3.281631
75,5587,3.669200
9,3072,2.851183
62,8704,3.639268
4,1518,3.123790
55,803,2.591253
11,1665,3.066431
48,4519,3.726326
53,2725,3.653483
22,8638,3.916616
19,2956,3.933688
7,195,3.806159
58,3004,3.643998
7,3070,3.720163
38,7377,3.037431
33,2719,2.387395
66,1489,2.846011
28,1067,3.341505
48,8212,2.915959
15,4423,3.516189
55,497,2.811140
58,3653,3.310953
72,6537,3.800948
72,442,4.122426
65,3174,3.297376
29,2875,3.372370
54,4899,3.875588
60,7621,2.737769
7,6309,4.045410
55,2790,3.064206
15,3243,2.500560
21,6527,3.265590
73,12340,2.968635
42,7445,2.824731
57,10791,3.600498
63,6450,4.521435
9,2100,2.851919
15,2025,2.653448
3,2637,2.925986
87,3197,2.869876
27,4729,3.579651
37,899,2.650898
87,2177,2.597263
28,3332,3.396645
7,2792,4.180021
14,1939,2.131036
78,7571,3.434177
9,1586,3.650515
39,1316,3.655055
5,4423,4.691876
15,1507,2.805918
61,1700,2.627963
3,2886,4.087412
48,2907,3.571714
27,5017,3.691022
53,1796,3.557321
46,1771,3.378530
10,6813,3.719738
3,5718,2.960152
8,2110,3.701390
18,1825,2.818510
40,7338,3.058581
9,505,2.646957
71,1700,3.818766
16,2192,3.194257
63,3173,4.492332
31,3684,2.655354
60,1488,3.087464
15,1231,2.826331
10,6667,3.488538
68,2760,4.328149
19,7717,4.208732
66,9762,3.104852
42,7046,2.872714
39,3290,3.008026
45,4899,3.952386
9,2151,3.159368
7,6586,4.395578
35,9412,2.572646
2,6222,3.695506
11,1331,2.507955
9,3581,3.846076
28,316,2.362522
42,3466,3.522342
57,985,3.503109
14,5845,1.889950
14,285,2.050990
77,944,3.619992
27,1658,3.111089
17,2660,4.058762
64,89,2.644739
85,2659,3.209324
33,1814,2.306616
17,895,3.465496
36,11258,2.697390
33,398,2.351438
5,1855,4.444818
87,3130,2.764562
46,2750,3.520754
7,4283,3.801625
85,903,3.346282
7,9402,3.734019
59,3052,3.158062
87,2362,3.061236
7,6072,3.810408
12,3194,3.167378
62,1399,3.484940
4,2416,3.378169
41,3194,3.431481
65,4977,3.462882
36,7326,2.914817
67,2384,3.593420
78,7083,2.949433
42,10079,2.779334
42,8873,2.508058
25,2169,3.094091
46,2743,3.403073
21,65,3.180727
33,3605,2.415479
39,3181,3.313867
0,7489,2.471912
21,3241,3.931449
42,1346,2.574746
31,8269,2.818451
5,625,4.492914
48,12446,3.165593
59,2856,3.557600
11,10293,2.400273
56,8521,2.566014
37,5698,2.603259
76,393,3.028577
84,5755,2.955663
8,2138,3.854679
14,1882,1.868168
15,2504,2.572921
33,2571,2.899080
28,3248,3.283582
72,6032,3.622309
30,7022,2.700696
25,661,3.022141
87,1741,3.023076
64,4236,2.524525
28,2856,3.045989
12,9494,3.488349
45,4467,3.965287
41,11559,3.289943
36,3330,3.018070
42,1531,2.655592
22,2610,3.145990
14,8966,1.745921
55,11739,3.257135
42,73,2.567026
37,1976,2.589145
47,8559,3.777432
0,2065,3.394779
5,3242,4.557210
57,7180,3.690323
80,10468,3.702145
28,115,3.810107
7,4888,4.131968
55,679,2.870982
19,12640,3.732533
55,6306,3.270189
7,2021,3.926310
27,1037,2.653779
57,6138,3.662742
17,8187,3.684284
19,1697,4.188692
7,8685,3.969249
55,263,3.683443
10,226,2.817400
7,7816,4.002538
33,1094,3.021723
14,9440,1.903048
63,186,4.069753
77,1243,3.400501
21,3436,3.832912
40,6648,3.127655
48,2775,3.028817
32,1575,3.790646
70,683,3.039757
46,3635,3.628587
33,3374,2.330250
22,10423,3.445507
59,12741,3.327981
37,3089,2.637266
40,2185,3.201380
77,2062,3.790552
39,2934,3.429145
55,1307,2.922030
36,2534,2.635817
46,5913,3.467831
4,2837,3.050983
18,6813,3.678748
62,3313,3.808690
37,6194,2.960134
20,3095,3.832723
16,505,3.087642
43,11205,3.551305
56,436,2.611320
65,1911,2.835546
63,1055,4.085351
3,642,3.435965
83,8546,3.763140
14,6925,1.837037
6,2384,3.279569
16,2760,3.951569
36,4784,2.416913
33,1377,2.537931
18,7412,3.016508
37,2104,2.721758
57,1784,3.602991
11,4784,2.294324
51,2798,3.205274
9,3061,2.863608
40,4577,3.522715
57,5975,3.608488
27,8270,3.248144
41,12355,3.170212
67,2609,3.444756
42,2716,3.361839
38,5199,2.853727
58,3382,3.623536
62,1098,3.353673
54,570,3.357110
75,2333,4.129978
57,2177,3.024266
57,2549,3.155151
38,1098,2.873919
18,3404,3.340716
61,11153,2.886868
82,6998,3.500808
87,1401,2.681100
10,3542,3.428561
15,2319,2.568523
59,676,3.303125
59,3599,3.306268
60,5689,3.660415
75,4584,3.389548
56,7056,2.777341
54,949,4.134184
5,9783,4.411397
87,1293,3.238214
52,5358,3.324691
15,3591,2.877220
15,2905,2.797906
16,6293,3.265796
85,3933,3.660839
60,1603,2.880537
55,10527,3.122016
59,1305,3.605057
14,171,1.780799
69,8212,3.088845
17,899,3.634483
28,828,2.764054
2,3231,3.680622
37,204,3.119576
3,1616,3.160728
42,3745,2.639373
57,11166,3.736769
29,2368,3.746492
14,8840,1.747617
57,6822,3.747384
57,11593,3.369773
2,10994,3.722797
22,144,2.800252
19,5951,3.906903
7,11260,4.068731
55,13000,2.863159
3,1049,3.185209
73,7319,3.433703
5,3189,4.291869
87,1849,3.268639
23,6516,3.812618
12,3015,3.748214
45,6016,3.583200
25,4576,3.635424
82,7429,3.658167
15,693,2.659964
7,2942,3.885643
41,8903,3.293106
74,3321,3.555535
12,3651,3.205097
46,1238,3.388871
9,2961,2.840496
47,1983,3.779875
13,1067,3.746808
6,1809,3.091930
55,3244,3.498069
41,7411,3.282641
12,6703,3.023365
20,6501,2.982251
9,1055,2.668158
64,1493,2.734670
45,6800,3.858820
4,1206,3.526290
7,823,3.758048
36,1275,3.376394
22,2523,3.350758
59,2060,3.559233
45,7201,3.675153
15,431,2.759244
80,1487,3.036460
31,6715,3.118227
7,389,3.622701
22,4137,3.263734
87,2365,2.962435
46,3453,3.361321
65,9775,3.843899
16,3027,3.455488
50,995,4.181756
6,6966,2.756910
56,2384,2.836041
13,2796,3.546494
6,7265,3.178580
67,7489,3.250057
27,8119,2.875978
67,6413,3.833261
86,6318,3.678961
59,1697,3.899113
28,2190,2.800074
33,9,2.205316
27,470,2.593507
81,6702,3.607839
40,2095,3.425696
85,5166,3.453719
15,2820,2.481059
4,3619,3.471812
87,59,3.341182
39,1127,2.832134
10,3487,2.831423
16,1628,3.405478
87,425,2.790785
55,1703,3.113518
3,2361,3.001088
5,170,4.552418
39,368,3.361974
39,111,2.731807
46,5002,3.783910
87,2731,2.626390
41,2124,3.296326
18,5265,3.160301
2,4729,4.020189
57,4729,3.989238
7,4784,3.542744
57,9621,3.686384
62,6196,3.176337
73,7973,3.442893
41,6537,3.391880
3,4012,3.095529
9,282,2.576952
7,3167,4.106120
3,2328,2.978188
19,4019,3.951313
39,418,3.240480
5,5409,4.352464
77,2189,3.646914
7,1787,3.929653
33,2692,2.829630
59,4800,3.602877
0,4964,3.263721
41,1293,3.523969
38,1396,2.781762
14,3376,2.032257
33,2716,2.838353
28,2428,2.539173
14,424,1.802944
8,639,3.146922
48,4635,3.217860
7,362,4.222525
36,6682,2.872045
21,4678,3.952422
4,998,3.229034
36,3051,2.666162
53,2268,3.221112
22,1133,3.306554
60,1655,2.470265
7,2031,3.873411
7,3085,3.746964
19,1391,3.805429
62,3391,3.321611
19,9233,3.908771
84,877,2.999745
48,8138,3.104361
79,605,3.763813
7,3607,3.669370
40,2911,3.796419
43,6222,3.517068
4,7896,2.764102
5,131,4.436577
39,1601,2.777492
48,11205,3.488969
13,8521,3.124212
40,4776,3.276144
77,393,3.389349
3,8383,3.412083
38,2274,3.295149
13,3159,3.400611
40,9490,3.519088
20,6474,2.931772
6,6813,3.891531
18,6395,3.086807
30,4899,3.618639
64,7476,2.631130
6,308,3.463151
22,1623,3.941795
37,966,3.285010
63,5561,4.315947
33,2325,2.556814
33,1303,2.285379
57,2293,3.414802
70,3974,2.546291
65,1232,3.091260
19,482,4.180036
81,3376,3.499555
48,4865,3.571708
52,2797,3.716247
32,1685,3.154657
31,301,3.184530
67,1051,3.742500
64,3160,2.517901
8,3173,3.904168
4,5373,2.972330
38,2102,3.177419
58,2526,3.528293
48,2202,3.559189
61,59,3.181743
28,499,2.812788
33,563,2.401047
28,3700,3.478806
25,8601,3.192481
32,10865,3.556029
35,4977,2.808027
6,759,3.307094
40,5689,3.878297
28,1672,3.165192
10,5649,3.853798
7,7248,3.885556
77,3082,3.422576
33,6580,2.461473
87,926,2.866585
87,1333,2.700817
81,7733,3.044688
61,8050,3.096678
46,5968,3.545398
11,3576,2.275370
85,3225,3.264076
25,4921,3.364175
55,538,3.025040
32,65,3.451110
39,564,3.223612
42,5537,2.631432
14,7052,1.828690
35,3600,2.722085
62,5923,3.463551
70,6297,3.384996
55,1285,3.383265
33,13,2.235275
6,7801,3.311770
81,112,2.995082
82,285,3.885589
38,2483,3.105227
40,4723,3.387803
56,6715,3.001305
3,3343,3.739077
21,5663,2.929215
15,6848,2.698513
7,698,3.889559
10,7489,2.891133
4,3579,2.948501
53,3414,3.300697
59,914,3.894901
47,794,2.875249
19,331,3.903523
79,1598,3.760612
8,2823,3.512604
67,8873,3.082100
4,3429,2.875344
4,5183,3.396951
7,1141,3.749867
19,5583,3.951195
42,1098,2.851737
4,3397,3.711927
41,10389,3.483909
14,572,1.751936
15,2938,2.754659
14,469,1.862023
3,276,3.166968
32,2815,3.546410
27,1909,2.917121
15,3012,2.916718
7,7870,3.962336
40,282,2.837201
21,1336,3.458787
84,3662,3.045893
5,7294,4.464971
22,2577,3.038935
21,6904,3.232318
39,1943,3.410800
67,2360,3.960209
83,8347,3.787507
7,3432,4.010672
41,10305,3.568610
9,4678,3.747937
9,8423,2.920257
75,7056,3.213978
24,3397,3.829127
38,7521,2.673563
41,3391,3.040486
74,2003,3.880021
55,7812,3.089309
7,82,3.761928
7,2921,4.053572
2,11074,3.317269
42,5643,3.632476
82,5017,4.163447
29,5402,3.618479
14,8850,1.930795
22,254,2.951370
82,2969,3.631141
25,4999,2.897286
41,1675,3.850448
15,3389,2.645017
41,1835,3.574603
59,2026,3.344167
59,564,3.449790
48,4427,3.015102
6,1563,3.023306
42,7389,3.174822
28,2189,2.654569
3,9538,3.136619
46,10468,3.799585
30,7120,3.623412
48,12482,3.495543
84,8392,3.189168
48,4540,3.429029
60,2620,3.381712
4,1641,2.964791
59,389,3.038169
40,4413,3.358634
75,724,3.351396
85,428,2.905218
3,11177,2.745690
45,3967,3.534162
72,477,3.240490
29,2549,3.178558
33,3216,2.448752
7,1863,3.955597
14,8039,1.945589
47,8350,2.962974
44,877,3.160694
37,7189,2.848582
57,3054,3.588933
55,9879,3.214426
81,10829,3.272616
81,11807,3.393766
55,8571,3.174020
11,7244,2.488127
3,3035,3.241346
2,9504,3.530376
5,729,4.418343
40,5427,3.393279
12,10468,3.564166
57,2040,3.378186
57,7111,3.621980
60,3500,2.995759
22,3433,3.409432
86,301,3.655960
43,3514,3.476573
33,2792,2.889298
7,9132,3.983809
12,97,3.283191
19,1431,3.928945
10,10562,3.055027
57,10878,3.917484
73,11723,3.540231
6,486,3.453432
40,914,3.788014
28,156,3.400387
7,10101,3.938307
37,2589,2.650447
55,6450,3.660853
6,191,3.341994
86,6138,3.618620
46,3372,3.619022
55,9822,2.604199
6,5873,3.242714
59,899,3.274628
70,1857,2.949735
5,266,4.415266
46,5396,3.457037
58,4155,3.606718
87,2421,2.762370
5,8222,4.422745
74,3050,3.610281
44,9763,3.728865
19,8500,3.852792
41,4863,3.330924
22,362,3.686628
41,6105,3.272894
57,8553,3.409319
37,8452,2.860060
6,1313,2.927490
10,2537,2.737062
3,2685,3.311659
15,737,2.853030
61,2824,2.813611
43,852,3.306789
70,9760,3.086391
40,100,3.071697
9,2353,3.403759
25,6428,3.120813
41,196,3.377386
14,2946,1.776013
14,908,1.911149
9,175,2.839317
36,2659,2.618989
14,7796,1.750891
59,6622,3.125223
19,5688,3.863188
37,2801,3.064885
42,7980,2.902568
58,1305,3.641064
3,2697,3.150950
75,30,3.721618
3,7374,3.216170
4,2325,3.235988
16,2042,3.763603
41,2038,3.557802
53,2594,3.285637
87,3220,2.727520
40,276,3.224753
55,183,3.386440
42,2883,2.865629
85,2951,3.575242
41,4377,3.649328
14,6224,1.805929
36,2846,2.797861
80,949,3.912886
37,1551,3.483530
42,7674,3.004518
58,3658,3.574532
37,4805,2.985179
4,9350,2.980111
55,1340,3.499560
30,6377,3.343609
33,1526,2.465194
56,2918,2.922971
26,3173,4.375410
43,6900,3.294809
4,7033,2.686260
82,8681,4.026099
13,2571,3.789592
70,4729,3.721255
33,1434,2.688404
35,11786,3.314023
61,3478,3.198498
39,3566,2.750468
9,10586,3.151128
79,7674,3.749650
41,3033,3.457685
6,2619,2.764161
4,48,3.076880
82,885,3.980489
8,1787,3.455955
41,1665,3.806919
66,7521,2.941634
12,8525,3.250548
67,1665,3.966371
21,9352,3.165019
5,44,4.552097
85,3310,2.943042
56,410,2.831874
37,760,2.675952
46,5004,3.259885
6,1372,2.769049
4,8532,3.110165
12,8704,3.181930
3,11558,3.579293
6,538,3.260446
32,393,2.952627
25,3305,2.962584
46,1013,3.465186
28,431,2.736072
77,7103,3.917681
3,2310,2.963414
4,3683,3.341697
56,4688,2.929040
45,8413,3.781345
70,5161,3.079899
9,4608,3.431606
43,2538,2.558488
3,477,2.538368
59,3177,3.429935
87,1313,2.782003
5,3907,4.450509
1,3681,2.826042
43,4855,3.608367
32,2578,3.718401
40,1473,2.950701
5,1508,4.570784
25,1665,3.812830
13,2741,3.495100
16,2445,3.269085
38,135,3.252516
3,256,2.525256
50,6612,4.379384
3,5846,3.375680
46,1789,3.734896
17,3014,3.712565
54,2625,3.493154
80,425,2.949461
62,3014,3.404764
40,2766,3.665678
19,8661,3.564330
5,11977,4.420552
70,2638,2.799084
42,2021,2.892185
14,6584,1.792741
24,3456,2.988166
52,693,3.058186
5,2935,4.444959
31,4373,2.948684
84,7203,3.258453
42,6263,2.981716
25,2805,3.341918
45,2884,3.858056
46,225,3.571635
36,2593,2.459774
12,5797,3.096694
46,633,2.964226
13,2152,3.594487
46,6671,3.393360
40,143,3.331867
15,3175,3.259838
56,6159,2.953085
33,1038,2.292983
45,8593,4.080390
42,3304,3.124866
4,1470,2.669993
63,107,4.326387
40,2663,3.344051
84,7570,3.485976
81,3313,3.645961
59,6638,3.762486
55,8063,2.803260
28,1439,2.542421
81,339,3.406385
41,6325,3.117399
3,5239,3.104048
45,4338,3.624670
17,689,3.785240
5,9283,4.500269
62,6396,3.603288
48,12089,3.884969
0,1629,3.296322
7,2179,4.016814
59,3622,3.502441
27,8283,2.638182
14,7103,2.054176
25,4510,3.442925
13,296,3.563453
22,4774,3.294890
12,6476,3.770103
46,1515,3.498192
29,885,3.992867
5,4870,4.366199
18,5921,2.805597
8,3241,4.022259
47,6522,3.672822
47,3404,3.648538
71,6,4.051775
42,7803,2.547200
14,6537,1.927832
14,9132,1.895419
55,1785,2.930946
27,3357,2.942075
78,6396,3.256739
60,2856,3.039344
33,2618,2.415041
56,1753,2.940572
41,605,3.354322
59,7674,3.540898
27,2021,2.966453
6,3410,3.264961
18,2798,2.905669
4,9878,3.082481
19,4332,3.726796
28,1174,2.239334
81,5883,2.941360
37,8732,2.818733
25,6554,3.825352
33,2414,2.727383
