87,2817,4,3.078266
31,9438,3,3.207203
30,6915,4,2.742047
3,12700,3,3.496285
12,7473,3,3.615993
36,4476,1,1.335741
5,5358,5,4.719973
25,1415,1,2.921717
2,5689,5,4.238742
34,8222,2,1.703301
87,764,3,2.865884
7,465,3,3.841911
14,7032,2,1.973399
1,244,2,1.797885
14,11967,2,2.013878
9,3632,3,3.709588
3,6340,3,2.556210
46,3485,3,2.306358
15,2682,3,2.663370
55,8265,3,2.287714
40,12197,4,3.536803
77,127,4,3.293352
57,9767,4,3.426651
41,1498,3,3.510623
10,6612,1,4.422516
18,525,4,3.703788
55,4622,4,3.991546
11,7438,2,2.986171
48,7374,4,2.992715
57,7798,4,3.234077
58,3580,4,4.220396
87,2570,3,2.836296
59,3045,4,3.611809
61,2811,4,3.564008
3,5253,2,2.225268
48,10316,5,4.239577
27,644,4,3.261032
30,6527,5,3.486856
81,11271,5,3.585679
41,2200,3,3.615413
15,1640,2,2.662251
7,3401,3,3.939224
87,1068,3,2.238339
69,1538,3,2.968081
35,5529,3,3.394500
67,1098,4,3.540775
47,5017,3,4.379829
4,2678,2,2.805775
55,1586,5,4.305060
11,8452,1,2.327757
38,886,4,4.266786
28,1148,3,2.585404
55,7124,3,3.346326
63,3421,5,4.840663
45,8073,4,3.799342
17,1526,5,3.785145
21,1598,3,3.360711
53,1993,4,3.856366
66,9453,2,3.431496
60,1229,2,1.865869
42,2060,1,2.870914
46,8670,3,3.419366
29,16,4,3.970529
4,9275,4,2.489317
63,3314,4,4.834655
59,12983,4,3.315031
4,2124,4,2.360150
14,7899,2,1.598360
24,6138,4,2.726156
40,8187,4,3.046702
7,2857,4,3.797660
39,998,2,3.821057
29,3241,5,4.467910
37,1612,4,3.064882
33,3434,1,1.757211
15,1273,3,2.765899
77,1212,4,4.108780
48,1364,2,2.667537
36,195,3,2.841147
73,4851,2,2.638928
30,10351,4,3.753548
87,2789,1,3.256038
42,9314,3,1.421935
36,3933,1,3.232019
77,2628,5,3.239685
4,7920,3,2.908127
55,10047,4,3.877129
5,1089,4,4.611845
34,5629,4,2.603643
37,6285,2,2.264587
1,1,4,3.033934
7,1797,5,4.722835
54,6155,5,3.295728
67,1174,3,1.869980
66,4564,3,3.400502
77,3533,2,2.545223
46,1550,3,4.063668
35,2860,3,2.490889
48,2970,3,3.638755
60,3669,2,2.180257
46,505,3,3.238943
30,4338,4,3.216567
4,170,3,3.258499
12,12167,3,2.930311
14,1005,2,2.138088
73,7899,3,3.295998
31,6155,3,2.525554
5,3249,5,4.705171
87,2118,4,2.650337
85,1622,3,2.842199
19,4712,4,3.597167
27,6829,3,3.613161
41,10301,2,2.956414
82,191,3,4.016750
36,313,4,3.783329
61,2272,1,3.744992
62,111,5,3.883287
14,6699,1,2.176441
66,2450,4,3.491848
24,2188,4,4.071320
11,1372,1,3.038387
41,12721,4,2.923551
35,4490,3,2.376162
53,2721,5,3.564419
14,9987,1,1.269189
33,773,2,1.198459
12,8330,3,2.983974
7,420,3,4.474833
5,2040,5,4.165935
35,7356,3,2.046813
45,5792,4,4.126986
81,11667,3,2.936487
60,4564,3,2.967229
14,3329,3,1.505527
39,451,4,3.115231
12,2540,4,3.026781
75,2376,4,3.681069
36,4627,4,4.346560
12,10999,3,3.390995
16,6252,4,3.330240
28,2928,1,1.237212
40,7225,4,2.848333
39,5535,5,2.133063
42,5844,4,3.379300
81,5811,1,2.634694
22,1600,3,3.232632
22,3253,1,1.983150
36,6948,2,2.352152
14,4922,2,1.754005
7,2077,4,3.608264
7,7618,4,4.269427
16,3314,5,4.109262
7,3141,4,4.226281
31,824,3,2.531681
7,1163,4,4.704420
22,1547,4,3.272519
46,1440,5,4.193003
46,6702,4,4.191306
7,1278,3,3.937313
52,1532,3,3.556078
57,2865,4,3.628990
6,9866,4,4.284472
7,3253,4,4.126524
64,1684,2,2.514545
77,2918,4,4.396563
5,2827,5,3.927911
57,9222,4,3.222933
9,3621,5,2.095243
40,7483,3,2.570729
62,5161,3,3.948422
7,3087,4,3.630723
15,5975,2,3.470648
12,9692,3,3.117227
77,1967,4,2.950088
46,3806,3,2.525905
66,4435,3,3.525501
57,10812,3,3.606535
81,5561,4,3.387673
3,6965,3,4.008620
12,7026,3,2.763865
46,2542,3,3.141973
46,7469,2,3.343847
79,10351,4,4.217445
40,101,4,3.735241
41,2990,3,2.712566
14,2711,1,1.708223
47,4627,1,4.351784
59,3466,5,4.158789
48,4903,4,2.837857
64,7312,1,3.236850
39,1235,4,3.339035
36,2346,5,3.790789
40,421,3,3.006169
64,3572,2,2.759886
41,2968,4,3.048409
11,4964,1,3.008355
56,6822,3,3.314146
32,3304,4,3.655230
5,2772,5,4.604017
41,7855,4,4.059870
5,3251,4,4.207474
37,970,3,3.253983
13,588,4,3.499259
21,9956,3,2.828367
52,718,3,3.509272
7,3478,4,4.374969
15,1121,3,2.712159
87,427,2,3.377766
40,5638,4,4.034529
41,6252,4,3.624639
3,5755,2,1.936881
79,225,5,3.712501
27,6062,4,2.952236
14,5105,1,2.056267
72,8494,4,3.716289
25,4831,4,4.004159
64,6925,2,2.339718
63,6618,4,4.586246
7,1678,3,4.812813
42,1875,5,4.072020
30,1236,5,3.191166
7,2167,4,3.167974
5,3133,5,4.689719
73,2300,2,2.707205
41,4588,3,3.446314
4,4309,3,2.916867
5,8548,5,4.635813
7,10737,3,3.877476
9,1208,2,3.476455
33,1137,1,2.043451
55,4744,1,2.524236
42,5358,2,2.341091
14,9229,2,2.026223
3,9253,3,3.156998
9,2538,1,1.835809
40,9592,4,4.091117
22,2538,1,1.347706
55,8383,3,3.512384
57,10314,4,3.865734
4,3580,2,3.213311
45,2527,4,4.383306
14,4725,2,1.443697
66,1703,3,3.111665
9,1949,2,2.009006
81,1925,3,2.628517
7,995,4,4.383834
27,7103,5,3.528952
33,6704,3,4.154675
79,3447,4,3.799779
81,3033,2,3.974960
58,1353,4,3.380958
5,2624,5,4.043171
9,124,3,2.838774
22,3663,5,4.430369
14,7494,3,1.779622
58,2152,4,3.861633
3,921,5,4.526647
12,3675,4,3.524358
25,6135,5,2.451448
46,6710,2,2.641030
80,1902,4,3.679695
57,1973,3,2.960573
55,5001,3,2.225088
75,110,2,2.634826
38,1403,1,2.232029
6,475,3,2.749279
45,2675,3,4.289101
87,392,2,2.763715
53,9763,5,4.159299
84,2610,4,3.641733
68,4423,4,4.578479
60,3518,4,2.835740
72,6892,4,3.272837
37,4199,2,2.154556
40,2128,4,3.756708
14,1797,2,1.150953
40,7117,2,2.330523
75,785,2,2.408971
62,228,3,3.203211
81,11770,2,3.261523
85,934,4,3.264747
42,2098,2,2.631109
46,894,5,3.897973
19,1407,4,4.219129
3,6374,2,3.873166
27,6138,3,3.429429
35,1604,2,2.685508
9,554,3,3.451345
28,2987,4,2.749598
33,3021,2,2.276475
27,2399,1,3.741296
82,2239,4,4.064100
14,2685,1,1.990148
4,2359,2,1.927656
85,4579,5,3.706392
58,2585,3,2.234471
5,6282,1,3.841972
45,6919,4,4.451993
66,226,4,3.184149
52,1353,3,3.196503
81,935,5,2.983602
48,9692,3,3.600733
62,6477,4,3.980290
14,571,2,1.694821
25,2691,4,3.262863
37,10456,3,2.138637
42,7593,3,3.571272
37,230,4,2.825909
46,2406,4,3.785025
15,3871,2,1.849685
28,3607,2,1.624017
15,1850,3,3.089879
53,3615,5,3.983441
60,753,2,2.156025
66,1439,3,2.763848
13,1454,4,3.730993
12,9180,3,3.945852
3,857,3,3.650292
40,6047,5,4.301908
25,4097,3,2.563672
24,1173,4,3.878716
37,3255,2,2.338978
83,5535,3,2.778577
25,4496,5,3.403594
73,3015,4,4.434356
3,805,3,4.063560
7,5689,5,4.613587
3,6118,3,1.742451
62,664,4,3.249551
75,9106,3,2.571029
66,2532,4,4.164414
23,9760,5,3.899071
85,5310,3,3.194901
0,7709,2,1.845302
87,2823,2,2.682139
40,6391,3,3.525753
9,5625,4,3.036892
28,1240,4,3.004189
14,2518,2,1.219876
4,9,2,2.168989
11,13,1,1.889902
14,9861,1,1.123944
21,6586,4,4.159258
35,6501,3,2.527440
77,2538,4,4.075592
23,3208,3,3.824303
28,8,1,3.091961
75,2177,2,2.468215
13,140,4,3.154669
46,1800,3,3.829987
7,5662,4,3.964767
50,2846,4,3.987292
48,11559,4,3.405459
24,1743,3,4.318499
42,2378,1,2.340710
48,7201,4,3.545960
38,1901,4,3.030534
57,1335,4,3.156328
75,291,3,2.582701
5,2158,5,4.803382
85,1116,4,3.763766
7,3384,4,3.344454
85,11117,4,3.523177
9,101,3,3.816947
7,2395,4,4.080462
14,8485,2,1.532804
14,1390,2,1.747519
28,2782,2,3.765391
41,5643,4,3.730327
9,1084,1,2.828018
8,2526,4,3.728552
4,1532,3,3.266885
63,1787,4,3.492972
73,477,3,2.489169
42,805,1,3.543143
67,1380,5,3.942997
84,6144,5,3.216000
25,4423,5,4.635314
59,2827,3,3.421345
28,2060,3,2.964579
46,8384,3,3.294348
15,681,3,3.225378
81,3181,4,3.065709
85,150,3,3.572827
9,1752,3,3.040251
77,2414,4,3.902252
4,9992,3,2.510919
46,2836,3,3.390943
38,970,4,3.566306
5,9260,5,4.679328
77,396,3,2.740733
41,1801,5,3.762397
62,1705,4,3.770599
70,5722,3,3.755796
36,5614,3,2.498916
4,5663,1,2.642818
46,3243,3,2.327016
72,150,4,4.008148
40,6667,4,3.770459
66,2765,2,3.139391
15,6196,2,3.249299
28,2905,2,3.158603
40,8580,4,3.931925
28,2890,2,2.910892
57,9109,3,3.391659
40,11739,4,3.999541
48,5689,4,4.244009
77,3672,4,4.293670
14,1285,3,2.148071
7,6393,5,3.558501
40,3370,3,3.010885
46,484,4,3.818637
14,4871,2,2.040600
42,8279,5,3.654388
12,282,2,1.935619
46,1676,4,3.320470
13,477,2,2.761395
79,2074,3,3.171621
53,4888,5,3.943363
40,10630,4,3.521674
41,2065,5,3.643054
41,3422,4,3.783334
46,2208,5,3.393444
17,2394,5,4.329633
5,9836,5,4.721186
27,451,3,2.925584
77,358,5,4.483383
5,2333,5,4.890944
18,4373,3,3.182251
41,2965,4,3.744573
48,6511,4,3.307356
28,1009,1,2.652391
7,1615,3,3.701902
25,2643,2,2.960666
39,3469,4,3.493029
66,10526,4,3.183822
17,921,4,4.465114
18,4766,3,3.360851
7,1928,3,3.629889
48,9775,4,4.020342
46,2863,4,3.493567
4,282,2,2.961047
60,2991,3,2.972028
5,1216,5,4.617917
29,3700,5,3.930989
78,6,5,3.373683
48,7937,4,3.408769
75,5587,3,3.359694
9,3072,2,3.533584
62,8704,1,2.926913
4,1518,3,2.856062
55,803,2,1.561712
11,1665,3,3.159426
48,4519,4,3.918689
53,2725,4,3.776351
22,8638,4,3.634905
19,2956,5,3.971711
7,195,3,2.886861
58,3004,4,3.617332
7,3070,4,3.904870
38,7377,4,2.995944
33,2719,5,2.653452
66,1489,3,1.837252
28,1067,2,3.912290
48,8212,3,2.374828
15,4423,2,3.447220
55,497,3,2.552574
58,3653,3,2.829191
72,6537,3,3.871613
72,442,4,3.716552
65,3174,2,3.511669
29,2875,4,3.541299
54,4899,3,3.925518
60,7621,4,2.722167
7,6309,4,4.644219
55,2790,4,4.281597
15,3243,3,2.895769
21,6527,3,3.314888
73,12340,2,2.976480
42,7445,4,3.272065
57,10791,4,3.878420
63,6450,5,4.816808
9,2100,3,2.709128
15,2025,2,3.454287
3,2637,1,1.643183
87,3197,3,2.472448
27,4729,4,4.117292
37,899,2,1.849829
87,2177,3,2.321233
28,3332,5,4.334065
7,2792,4,4.459064
14,1939,4,2.278993
78,7571,4,3.708846
9,1586,2,4.249913
39,1316,4,3.844667
5,4423,5,4.898848
15,1507,2,2.783139
61,1700,2,2.832422
3,2886,2,3.732743
48,2907,4,4.047204
27,5017,4,3.963554
53,1796,4,3.371089
46,1771,2,3.287018
10,6813,4,3.842300
3,5718,1,2.370672
8,2110,3,3.319966
18,1825,2,2.480696
40,7338,2,3.090256
9,505,2,3.005705
71,1700,2,4.005881
16,2192,3,2.797963
63,3173,5,4.578067
31,3684,3,2.823359
60,1488,3,3.036130
15,1231,3,3.370417
10,6667,4,3.993016
68,2760,4,4.142314
19,7717,5,4.622401
66,9762,4,3.481263
42,7046,4,2.822530
39,3290,2,3.150144
45,4899,4,4.306840
9,2151,2,3.364449
7,6586,5,4.504578
35,9412,3,2.299181
2,6222,3,3.565286
11,1331,2,3.202363
9,3581,4,4.215678
28,316,1,1.846696
42,3466,2,4.009202
57,985,4,3.331969
14,5845,3,2.109642
14,285,3,2.255240
77,944,3,3.082648
27,1658,3,2.806942
17,2660,5,4.291734
64,89,5,3.002092
85,2659,4,3.360721
33,1814,1,1.861167
17,895,2,2.796522
36,11258,3,1.930699
33,398,4,1.436999
5,1855,4,4.564371
87,3130,2,2.742382
46,2750,4,3.937986
7,4283,5,3.945011
85,903,4,2.652042
7,9402,4,4.270212
59,3052,3,3.162099
87,2362,3,3.135977
7,6072,4,4.056230
12,3194,2,2.847996
62,1399,3,3.773694
4,2416,2,3.974281
41,3194,2,3.151147
65,4977,1,2.934246
36,7326,5,3.534655
67,2384,3,4.153876
78,7083,3,3.133058
42,10079,4,1.989581
42,8873,2,1.601177
25,2169,2,2.762258
46,2743,3,3.059214
21,65,4,3.466993
33,3605,1,1.588058
39,3181,3,3.315507
0,7489,2,1.751122
21,3241,3,4.180899
42,1346,3,1.910884
31,8269,4,2.412203
5,625,5,4.562621
48,12446,3,3.333340
59,2856,5,3.430059
11,10293,4,2.216016
56,8521,3,2.844071
37,5698,3,2.608852
76,393,3,3.367292
84,5755,3,3.067137
8,2138,4,3.536828
14,1882,3,2.441078
15,2504,2,1.833838
33,2571,4,3.655883
28,3248,3,3.675099
72,6032,4,4.050997
30,7022,1,3.010710
25,661,4,3.351275
87,1741,3,2.894311
64,4236,1,2.351522
28,2856,5,3.743725
12,9494,5,4.115382
45,4467,5,4.437044
41,11559,5,3.262045
36,3330,3,3.510542
42,1531,1,3.272727
22,2610,3,2.236569
14,8966,2,1.487899
55,11739,4,3.464814
42,73,1,1.256944
37,1976,2,1.342375
47,8559,4,4.381116
0,2065,4,2.930768
5,3242,3,4.808592
57,7180,3,3.689018
80,10468,3,3.319764
28,115,5,4.341322
7,4888,4,4.163537
55,679,4,2.849249
19,12640,5,3.397189
55,6306,4,3.679936
7,2021,3,4.199227
27,1037,3,3.002774
57,6138,3,3.882112
17,8187,2,3.335636
19,1697,5,4.064675
7,8685,5,4.251509
55,263,4,4.254117
10,226,4,3.269941
7,7816,4,4.399745
33,1094,3,2.069713
14,9440,3,2.164088
63,186,3,4.051148
77,1243,4,2.566978
21,3436,5,3.987808
40,6648,4,3.303950
48,2775,3,2.595564
32,1575,4,3.820998
70,683,4,3.141496
46,3635,4,3.654219
33,3374,2,1.826656
22,10423,2,3.938718
59,12741,3,3.661858
37,3089,4,1.864547
40,2185,4,3.401622
77,2062,5,4.342263
39,2934,5,3.400377
55,1307,3,2.597963
36,2534,1,1.606776
46,5913,3,3.629219
4,2837,4,2.987107
18,6813,3,3.722234
62,3313,5,4.095102
37,6194,3,2.843275
20,3095,5,4.035932
16,505,4,2.736941
43,11205,4,3.712780
56,436,2,2.751998
65,1911,3,3.100870
63,1055,5,3.342450
3,642,3,3.693612
83,8546,3,4.117434
14,6925,1,1.461037
6,2384,4,3.898162
16,2760,3,3.929348
36,4784,4,2.125246
33,1377,2,2.179064
18,7412,5,3.433008
37,2104,3,2.293600
57,1784,3,3.530802
11,4784,2,2.670613
51,2798,5,1.291195
9,3061,3,2.940523
40,4577,4,3.526166
57,5975,4,3.765256
27,8270,4,3.237920
41,12355,2,3.087486
67,2609,4,3.760686
42,2716,4,3.478032
38,5199,3,2.976505
58,3382,4,4.000908
62,1098,4,3.679935
54,570,3,3.113332
75,2333,5,4.263576
57,2177,4,3.066170
57,2549,4,3.244324
38,1098,3,3.262645
18,3404,4,3.480405
61,11153,3,3.396431
82,6998,4,3.926177
87,1401,3,2.651741
10,3542,3,2.976715
15,2319,4,3.020068
59,676,3,3.534965
59,3599,4,3.637884
60,5689,5,3.277981
75,4584,4,3.190199
56,7056,3,3.182391
54,949,3,4.075286
5,9783,4,4.772190
87,1293,4,3.335338
52,5358,3,3.635863
15,3591,4,3.366249
15,2905,2,2.964554
16,6293,4,3.067304
85,3933,4,3.754651
60,1603,3,2.934564
55,10527,3,2.878459
59,1305,4,3.833272
14,171,2,1.372724
69,8212,4,2.597160
17,899,4,3.879720
28,828,1,3.060564
2,3231,5,3.331684
37,204,4,4.160972
3,1616,3,2.754891
42,3745,4,2.497293
57,11166,4,3.662942
29,2368,3,3.650673
14,8840,2,1.489323
57,6822,3,3.523142
57,11593,4,3.457780
2,10994,4,3.858969
22,144,2,1.675315
19,5951,5,4.540544
7,11260,4,3.256958
55,13000,2,1.900201
3,1049,4,4.000845
73,7319,3,3.402251
5,3189,5,4.000220
87,1849,3,2.915265
23,6516,4,4.379689
12,3015,3,2.684934
45,6016,5,3.614653
25,4576,3,4.072896
82,7429,4,4.521554
15,693,3,3.072200
7,2942,3,4.126900
41,8903,1,2.620449
74,3321,3,3.530047
12,3651,4,3.750657
46,1238,5,3.035057
9,2961,3,2.828834
47,1983,5,4.198304
13,1067,3,3.687048
6,1809,5,3.300264
55,3244,4,3.441806
41,7411,3,3.483298
12,6703,3,2.892212
20,6501,3,2.912079
9,1055,4,2.854361
64,1493,3,2.525120
45,6800,4,3.804169
4,1206,2,2.790943
7,823,4,2.891403
36,1275,1,3.747988
22,2523,3,3.697554
59,2060,4,3.608320
45,7201,5,3.853451
15,431,2,2.866101
80,1487,1,2.418476
31,6715,4,3.100116
7,389,4,4.367028
22,4137,3,2.516747
87,2365,3,3.029755
46,3453,3,2.582136
65,9775,3,3.876010
16,3027,2,3.248566
50,995,5,4.546737
6,6966,4,3.434560
56,2384,3,2.998837
13,2796,4,3.909754
6,7265,3,4.015222
67,7489,4,3.418620
27,8119,3,3.690603
67,6413,3,4.006246
86,6318,2,3.490186
59,1697,1,3.276052
28,2190,3,2.661286
33,9,1,1.236758
27,470,4,2.947533
81,6702,3,3.531085
40,2095,3,3.217321
85,5166,4,3.383960
15,2820,3,2.582809
4,3619,4,2.813610
87,59,5,3.250712
39,1127,2,1.452265
10,3487,1,2.455036
16,1628,3,3.869157
87,425,4,3.107846
55,1703,4,2.827643
3,2361,4,2.193624
5,170,5,4.817171
39,368,4,3.288570
39,111,2,2.293200
46,5002,4,4.211373
87,2731,4,2.041639
41,2124,3,1.887763
18,5265,4,3.282251
2,4729,4,4.487568
57,4729,4,4.234350
7,4784,4,3.203145
57,9621,3,3.401070
62,6196,3,3.835788
73,7973,2,3.328322
41,6537,1,3.060043
3,4012,5,2.615830
9,282,1,2.529397
7,3167,4,3.677836
3,2328,3,2.976980
19,4019,4,4.647564
39,418,3,3.147196
5,5409,5,4.090662
77,2189,3,3.976828
7,1787,4,3.770509
33,2692,4,3.650729
59,4800,5,3.779726
0,4964,3,3.068445
41,1293,3,3.726583
38,1396,3,2.443129
14,3376,4,2.394626
33,2716,2,2.736602
28,2428,3,1.338958
14,424,2,2.157898
8,639,4,3.445656
48,4635,3,2.982973
7,362,3,4.239369
36,6682,3,3.412283
21,4678,4,4.668953
4,998,3,2.879191
36,3051,1,2.472585
53,2268,4,3.000021
22,1133,4,2.610771
60,1655,2,1.942463
7,2031,5,3.811197
7,3085,3,3.600720
19,1391,5,4.480812
62,3391,3,3.854983
19,9233,5,3.637866
84,877,2,3.166507
48,8138,4,2.863774
79,605,5,3.573166
7,3607,3,3.465729
40,2911,3,4.178288
43,6222,4,3.466467
4,7896,3,2.429404
5,131,5,4.785277
39,1601,3,2.118014
48,11205,3,3.632097
13,8521,3,3.254792
40,4776,3,2.971982
77,393,5,4.164543
3,8383,3,2.558855
38,2274,3,3.464638
13,3159,4,3.654387
40,9490,3,3.919408
20,6474,4,2.867107
6,6813,5,4.017372
18,6395,4,3.350392
30,4899,3,3.414771
64,7476,2,3.018722
6,308,5,3.546465
22,1623,5,3.842451
37,966,4,3.748061
63,5561,3,4.387432
33,2325,3,2.788844
33,1303,1,1.849836
57,2293,4,3.351484
70,3974,3,2.053998
65,1232,1,3.176112
19,482,5,4.496838
81,3376,5,3.755224
48,4865,3,3.348499
52,2797,3,4.036399
32,1685,4,3.470846
31,301,4,3.206906
67,1051,5,3.814542
64,3160,1,2.736716
8,3173,3,3.496288
4,5373,3,2.774927
38,2102,3,2.660156
58,2526,4,3.411149
48,2202,3,3.729959
61,59,1,3.202562
28,499,3,3.184860
33,563,2,1.416424
28,3700,4,3.477668
25,8601,5,3.564673
32,10865,4,3.903126
35,4977,3,2.827721
6,759,4,3.315691
40,5689,5,4.205264
28,1672,2,3.824316
10,5649,5,4.437400
7,7248,4,3.800339
77,3082,5,4.301428
33,6580,5,3.655380
87,926,3,3.069164
87,1333,3,2.738308
81,7733,3,2.662292
61,8050,2,3.138934
46,5968,4,3.787139
11,3576,2,1.906646
85,3225,4,2.877580
25,4921,4,4.289678
55,538,4,3.101115
32,65,4,3.350838
39,564,2,3.491297
42,5537,1,1.738592
14,7052,2,2.070860
35,3600,3,2.754792
62,5923,3,3.679741
70,6297,3,3.259509
55,1285,3,3.428733
33,13,1,1.217558
6,7801,4,3.256638
81,112,3,2.403975
82,285,5,4.243265
38,2483,3,3.005300
40,4723,4,3.320527
56,6715,1,3.259140
3,3343,3,4.466724
21,5663,4,3.470096
15,6848,4,1.980018
7,698,5,4.428285
10,7489,3,3.174679
4,3579,3,2.291335
53,3414,2,3.579072
59,914,3,3.638493
47,794,3,2.731063
19,331,3,4.564579
79,1598,4,3.823122
8,2823,3,3.019334
67,8873,3,3.189564
4,3429,3,2.854405
4,5183,3,3.192705
7,1141,4,3.502250
19,5583,4,4.184972
42,1098,4,3.282158
4,3397,3,3.225775
41,10389,2,3.355130
14,572,2,1.545241
15,2938,2,3.226024
14,469,2,2.053221
3,276,4,2.219787
32,2815,2,3.459775
27,1909,2,2.847744
15,3012,3,3.225526
7,7870,4,4.191469
40,282,4,2.840166
21,1336,3,3.450855
84,3662,2,3.073815
5,7294,5,4.905266
22,2577,1,1.983644
21,6904,3,3.530990
39,1943,2,3.846771
67,2360,5,4.188931
83,8347,5,3.928989
7,3432,4,3.956283
41,10305,2,4.001553
9,4678,5,4.572899
9,8423,3,3.012759
75,7056,2,2.572363
24,3397,3,4.065282
38,7521,4,2.602844
41,3391,3,3.011580
74,2003,2,4.008296
55,7812,2,2.790626
7,82,3,3.235095
7,2921,3,4.105311
2,11074,1,3.362659
42,5643,4,4.385885
82,5017,3,4.659346
29,5402,4,3.395854
14,8850,3,1.880421
22,254,2,1.997795
82,2969,5,4.108692
25,4999,4,2.225732
41,1675,3,3.845513
15,3389,3,3.121088
41,1835,3,3.918846
59,2026,3,3.317113
59,564,4,2.913696
48,4427,3,2.650532
6,1563,3,3.693592
42,7389,1,3.359166
28,2189,3,3.097849
3,9538,2,4.032286
46,10468,2,3.288742
30,7120,3,3.519034
48,12482,3,4.444124
84,8392,4,3.830662
48,4540,2,4.047165
60,2620,3,3.300087
4,1641,4,2.693375
59,389,3,3.930404
40,4413,4,3.973001
75,724,3,2.941002
85,428,3,2.339077
3,11177,2,2.317580
45,3967,4,4.209326
72,477,4,3.119544
29,2549,2,1.928287
33,3216,1,1.104578
7,1863,4,3.901927
14,8039,2,1.786899
47,8350,1,2.863400
44,877,4,2.888293
37,7189,3,2.620485
